#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
     file_input|sr__Kiss__WELL512_6Block_5000000.txt|  7.81e+06  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  19|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  20|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  21|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  22|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  23|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  24|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  25|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  26|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  27|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  28|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  29|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  30|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  31|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  32|   1000000|     100|0.00000000|  FAILED  
     rgb_kstest_test|   0|     10000|    1000|0.00026321|   WEAK   
     dab_bytedistrib|   0|  51200000|       1|0.00000000|  FAILED  
             dab_dct| 256|     50000|       1|0.43941298|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.00000004|  FAILED  
        dab_filltree|  32|  15000000|       1|0.00000001|  FAILED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.00000000|  FAILED  
       dab_filltree2|   1|   5000000|       1|0.00000000|  FAILED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|1.00000000|  FAILED  

2시간 20분 소요.
500만개 데이터 생성에 27263.698s
# The file file_input was rewound 2 times
# The file file_input was rewound 22 times
# The file file_input was rewound 48 times
# The file file_input was rewound 60 times
# The file file_input was rewound 65 times
# The file file_input was rewound 107 times
# The file file_input was rewound 135 times
# The file file_input was rewound 148 times
# The file file_input was rewound 149 times
# The file file_input was rewound 175 times
# The file file_input was rewound 175 times
# The file file_input was rewound 176 times
# The file file_input was rewound 176 times
# The file file_input was rewound 222 times
# The file file_input was rewound 222 times
# The file file_input was rewound 224 times
# The file file_input was rewound 251 times
# The file file_input was rewound 651 times
# The file file_input was rewound 653 times
# The file file_input was rewound 655 times
# The file file_input was rewound 657 times
# The file file_input was rewound 661 times
# The file file_input was rewound 669 times
# The file file_input was rewound 681 times
# The file file_input was rewound 697 times
# The file file_input was rewound 717 times
# The file file_input was rewound 741 times
# The file file_input was rewound 769 times
# The file file_input was rewound 801 times
# The file file_input was rewound 837 times
# The file file_input was rewound 877 times
# The file file_input was rewound 921 times
# The file file_input was rewound 969 times
# The file file_input was rewound 973 times
# The file file_input was rewound 979 times
# The file file_input was rewound 987 times
# The file file_input was rewound 997 times
# The file file_input was rewound 1001 times
# The file file_input was rewound 1007 times
# The file file_input was rewound 1015 times
# The file file_input was rewound 1025 times
# The file file_input was rewound 1045 times
# The file file_input was rewound 1085 times
# The file file_input was rewound 1145 times
# The file file_input was rewound 1225 times
# The file file_input was rewound 1325 times
# The file file_input was rewound 1445 times
# The file file_input was rewound 1585 times
# The file file_input was rewound 1745 times
# The file file_input was rewound 1925 times
# The file file_input was rewound 2125 times
# The file file_input was rewound 2345 times
# The file file_input was rewound 2585 times
# The file file_input was rewound 2845 times
# The file file_input was rewound 3125 times
# The file file_input was rewound 3425 times
# The file file_input was rewound 3745 times
# The file file_input was rewound 4085 times
# The file file_input was rewound 4445 times
# The file file_input was rewound 4825 times
# The file file_input was rewound 5225 times
# The file file_input was rewound 5645 times
# The file file_input was rewound 6085 times
# The file file_input was rewound 6545 times
# The file file_input was rewound 7025 times
# The file file_input was rewound 7525 times
# The file file_input was rewound 8045 times
# The file file_input was rewound 8585 times
# The file file_input was rewound 9145 times
# The file file_input was rewound 9725 times
# The file file_input was rewound 10325 times
# The file file_input was rewound 10945 times
# The file file_input was rewound 11585 times
# The file file_input was rewound 12245 times
# The file file_input was rewound 12247 times
# The file file_input was rewound 12278 times
# The file file_input was rewound 12280 times
# The file file_input was rewound 12303 times
# The file file_input was rewound 12309 times
# The file file_input was rewound 12322 times
